Story	Episode	Branch	TasksOrder	SetenceIdx	Connect	Storage	Name	Text	EtcTask_Name	EtcTask_Value_Value1	EtcTask_Value_Value2	EtcTask_Value_Value3	EtcTask_Value_Value4	EtcTask_Value_Value5	EtcTask_Value_Value6	EtcTask_Value_Value7	EtcTask_Value_Value8	BgTask_Name	BgTask_Value_Value1	BgTask_Value_Value2	BgTask_Value_Value3	BgTask_Value_Value4	BgTask_Value_Value5	BgTask_Value_Value6	BgTask_Value_Value7	BgTask_Value_Value8	Ch1Task_Name	Ch1Task_Value_Value1	Ch1Task_Value_Value2	Ch1Task_Value_Value3	Ch1Task_Value_Value4	Ch1Task_Value_Value5	Ch1Task_Value_Value6	Ch1Task_Value_Value7	Ch1Task_Value_Value8	Ch2Task_Name	Ch2Task_Value_Value1	Ch2Task_Value_Value2	Ch2Task_Value_Value3	Ch2Task_Value_Value4	Ch2Task_Value_Value5	Ch2Task_Value_Value6	Ch2Task_Value_Value7	Ch2Task_Value_Value8	Ch3Task_Name	Ch3Task_Value_Value1	Ch3Task_Value_Value2	Ch3Task_Value_Value3	Ch3Task_Value_Value4	Ch3Task_Value_Value5	Ch3Task_Value_Value6	Ch3Task_Value_Value7	Ch3Task_Value_Value8	Ch4Task_Name	Ch4Task_Value_Value1	Ch4Task_Value_Value2	Ch4Task_Value_Value3	Ch4Task_Value_Value4	Ch4Task_Value_Value5	Ch4Task_Value_Value6	Ch4Task_Value_Value7	Ch4Task_Value_Value8	Ch1Info_ImageCode	Ch1Info_Pos	Ch1Info_Scale	Ch1Info_Opacity	Ch2Info_ImageCode	Ch2Info_Pos	Ch2Info_Scale	Ch2Info_Opacity	Ch3Info_ImageCode	Ch3Info_Pos	Ch3Info_Scale	Ch3Info_Opacity	Ch4Info_ImageCode	Ch4Info_Pos	Ch4Info_Scale	Ch4Info_Opacity	BgInfo_BgImage	BgInfo_Opacity	Choice
Com	0	0	Text	0				교수님은 내 대답에 만족한 듯, 턱을 쓰다듬으며 흐뭇한 미소로 나를 바라봤다.​																																																																							BG_lectureRoom	1	
Com	0	0	Text	0	C_1		표 교수님	역시 유니티군. Good이에요. 다음에도 물어볼테니 정진하도록 하세요.​																																																																							BG_lectureRoom	1	
			Etc	1	C_2	0			CrossFade	1	Professor_03_body	1																																																																				1	
			Etc	2		0			ObjLock																																																																							1	
Com	0	0	Text	0	C_1		유니티	… 네.​																																																																							BG_lectureRoom	1	
			Etc	1	C_2	0			FadeOut	0.3																																																																						1	
			Etc	2																																																																												1	
Com	0	0	Text	0				또 질문이다.​																																																																							BG_lectureRoom	1	
Com	0	0	Text	0				교수님 질문도 이번 주만 벌써 7번째다.																																																																							BG_lectureRoom	1	
Com	0	0	Text	0				아직 수요일밖에 안됐는데 말이지...																																																																							BG_lectureRoom	1	
Com	0	0	Text 	0	C_1		표 교수님	자, 이것으로 오늘 수업을 마치겠습니다. ​																																																																							BG_lectureRoom	1	
			Etc	1	C_2				StorageSpawn	Professor_normal	1	0,0	0																																																																			1	
			Etc	2	C_3				SFX																																																																							1	
			Etc	3		0			ObjLock																																																																							1	
Com	0	0	Text	0			학생1	감사합니다 교수님~​																																																																							BG_lectureRoom	1	
Com	0	0	Text	0			학생들	감사합니다~																																																																							BG_lectureRoom	1	
Com	0	0	Text	0	C_1		표 교수님	아, 유니티군. 유니티군은 제 연구실에서 잠시 저 좀 보고 가세요.​																																																																							BG_lectureRoom	1	
			Etc	1	C_2	0			FadeOut	0.3																																																																						1	
			Text	2			유니티	네? 아, 알겠습니다...																																																																							BG_lectureRoom	1	
Com	0	0	Text	0			학생2	...야. 그러고보니 저번에도 저 사람한테 질문하지 않았냐?​																																																																							BG_lectureRoom	1	
Com	0	0	Text	0			학생3	그러게... 다른 수업에서도 유독 저 분만 질문 받으시는 것 같던데?​																																																																							BG_lectureRoom	1	
Com	0	0	Text	0			학생3	야야, 저 사람 그 사람이잖아. ‘죄 지은 자’​																																																																							BG_lectureRoom	1	
Com	0	0	Text	0			학생1	소년이 죄를 저지르면 소년원에 가듯​,																																																																							BG_lectureRoom	1	
Com	0	0	Text	0			학생1	대학생이 죄를 저지르면…..​.																																																																							BG_lectureRoom	1	
Com	0	0	Text	0			학생2	아… 저 사람 찍혔구나...​																																																																							BG_lectureRoom	1	
Com	0	0	Text	0			학생3	도대체 무슨 잘못을 저질렀길래... 쯧쯧...																																																																							BG_lectureRoom	1	
Com	0	0	Text	0				다 들린다 다 들려…​																																																																							BG_lectureRoom	1	
Com	0	0	Text	0				주위 사람들의 이런 반응도 이제는 익숙하다.																																																																							BG_lectureRoom	1	
Com	0	0	Text	0	C_1		유니티	그래, 이제는 익숙해져야지...																																																																							BG_lectureRoom	1	
			BG	1														BGWipeL	1	BG_professor room																																																											BG_lectureRoom	1	
Com	0	0	Text	0			유니티	교수님? 부르셔서 왔습니다.																																																																							BG_professor room	1	
Com	0	0	Text	0			표 교수님	어어 그래. 어서와요.																																																																							BG_professor room	1	
Com	0	0	Text	0			표 교수님	음료는 뭐로 줄까요? 커피? 차?																																																																							BG_professor room	1	
Com	0	0	Text	0			유니티	하하… 바로 다음 수업을 가야해서 오래는 못 있을 것 같습니다.																																																																							BG_professor room	1	
Com	0	0	Text	0			표 교수님	걱정 마요. 오래 걸리진 않을테니. 전에 했던 제안은 어떻게 생각하나요?																																																																							BG_professor room	1	
Com	0	0	Text	0			유니티	하하… 아직 고민해보고 있습니다.​																																																																							BG_professor room	1	
Com	0	0	Text	0			표 교수님	저희 랩실은 에어컨도 잘 나오고 의자도 고급이고, 컴퓨터도 1년마다 한번씩 최신사양으로 업데이트 하고 있어요.​																																																																							BG_professor room	1	
Com	0	0	Text	0			표 교수님	유니티군만 괜찮다면 저희 랩실으로 와서 유니티군의 재능을 꽃피워보는 건 어떨까 싶은데,​																																																																							BG_professor room	1	
Com	0	0	Text	0			표 교수님	저희 랩실에서 집중적으로 실적 쌓고 나가면 진학할 때나 다른 기업 취직할 때도 상당히 도움이 될 거예요.																																																																							BG_professor room	1	
Com	0	0	Text	0			유니티	아… 네. 알고있습니다. 좋은 제안 감사합니다. 잘 고려해보겠습니다.​																																																																							BG_professor room	1	
Com	0	0	Text	0			유니티	그러면 이번 기회에 같이 등산이나 한 번 하면서 진학에 대한 상담을...​																																																																							BG_professor room	1	
Com	0	0	Text	0	C_1		유니티	안녕히 계세요!!!!!​																																																																							BG_professor room	1	
			Etc	1	C_2				UI_Down	0.5																																																																					BG_professor room	1	
			Etc	2	C_3				Wait	4																																																																					BG_professor room	1	
			BG	3	C_4													CrossFade	1	BG_Black	1																																																										BG_professor room	1	
			BG	4														CrossFade	1	BG_sky	1																																																										BG_Black	1	
Com	0	0	Text	0			유니티	…...​																																																																							BG_sky	1	
Com	0	0	Text	0			유니티	하아아아아…..​																																																																							BG_sky	1	
Com	0	0	Text	0				나는 살면서 하늘을 우러러 한 점밖에 부끄럼이 없는 사람인데…​																																																																							BG_sky	1	
Com	0	0	Text	0				어째서 하늘은 나를 대학원에 보내려고 하는 걸까...​																																																																							BG_sky	1	
Com	0	0	Text	0				아이고 내 팔자야 내 팔자야...​																																																																							BG_sky	1	
Com	0	0	Etc	0	C_1				StorageSpawn	ep1_ring_effect	0.05	0,0	0																																																																		BG_sky	1	
			Etc	1	C_2				ZoomBR	0.2	1																																																																				BG_sky	1	
			Etc	2	C_3				SFX																																																																						BG_sky	1	
			Text	3				응? 갑자기 전화?																																																																							BG_sky	1	
Com	0	0	Etc	0	C_1				StorageSpawn	ep1_ring_kim	1	10,0	0																																																																		BG_sky	1	
			Etc	1	C_2	0			ZoomT	0.01	0.05																																																																				BG_sky	1	
			Etc	2	C_3	0			Move	0.5	0,0																																																																				BG_sky	1	
			Etc	3	C_4	0			ZoomT	0.1	1																																																																				BG_sky	1	
			Etc	4		0			ObjLock																																																																						BG_sky	1	
Com	0	0	Text	0			유니티	여보세요?																																																																							BG_sky	1	
Com	0	0	Text	0			조교	...유니티님 맞으신가요?																																																																							BG_sky	1	
Com	0	0	Text	0			조교	안녕하세요, 저는 송교수님 랩실 김진태 조교라고 합니다.​																																																																							BG_sky	1	
Com	0	0	Text	0			조교	다름이 아니라 저희 교수님께서 유니티님을 뵙고 싶어...																																																																							BG_sky	1	
Com	0	0	Text	0	C_1		유니티	아, 아, 여보세요? 앗 전파가!																																																																							BG_sky	1	
			Etc	1	C_2	0			ZoomB	0.1	0.05																																																																				BG_sky	1	
			Etc	2	C_3	0			Move	0.5	10,0																																																																				BG_sky	1	
			Etc	3					SFX																																																																						BG_sky	1	
Com	0	0	Text	0				제발…​																																																																							BG_sky	1	
Com	0	0	Text	0	C_1		유니티	날 좀 내버려 둬!!!!!!​																																																																							BG_sky	1	
			BG	1	C_2													CrossFade	1	BG_White	1																																																										BG_sky	1	
			BG	2														CrossFade	1	ep1_doc1	1																																																										BG_White	1	
Com	0	0	Text	0			???	음... 그러니까 교수님들께 사랑 받아서 힘들다는 말씀이시죠?																																																																							ep1_doc1	1	
Com	0	0	Text	0			유니티	...네.​																																																																							ep1_doc1	1	
Com	0	0	Text	0	C_1		???	유니티님, 본인이 공부하는 과목을 좋아하시나요?​																																																																							ep1_doc1	1	
			BG	1														CrossFade	1	ep1_doc3	1																																																										ep1_doc1	1	
Com	0	0	Text	0			유니티	그럼요. 좋아하죠 일단은...​																																																																							ep1_doc3	1	
Com	0	0	Text	0			???	그러면 대학원도 나쁘지 않은 선택지 아닌가요?​																																																																							ep1_doc3	1	
Com	0	0	Text	0			유니티	네? ​																																																																							ep1_doc3	1	
Com	0	0	Text	0			유니티	아니 저는 아직 군대도 안 다녀왔는데 갑자기 대학원이라니요?​																																																																							ep1_doc3	1	
Com	0	0	Text	0			유니티	너무 갑작스럽게 느껴져요.																																																																							ep1_doc3	1	
Com	0	0	Text	0			유니티	저는 고작 2학년일 뿐이라구요!​																																																																							ep1_doc3	1	
Com	0	0	Text	0	C_1		???	흠...저는 나쁘지 않은 기회라고 생각됩니다.​																																																																							ep1_doc3	1	
			BG	1														CrossFade	1	ep1_doc2	1																																																										ep1_doc3	1	
Com	0	0	Text	0	C_1		???	얘기를 들어보니 유니티님은 실력이 뛰어난 분이신 것 같습니다.​																																																																							ep1_doc2	1	
			BG	1														CrossFade	1	ep1_doc1	1																																																										ep1_doc2	1	
Com	0	0	Text	0			???	교수님들께서 벌써 이렇게 관심을 가질 정도니까요.​																																																																							ep1_doc1	1	
Com	0	0	Text	0			???	저는 유니티님 같이 능력 있는 분이 대학원에 가는 게 개인적으로도 사회적으로도 좋은 일이라고 생각합니다.​​​																																																																							ep1_doc1	1	
Com	0	0	Text	0			???	대학원 진학에 그렇게 부정적인 생각을 가지게 된 계기가 있을까요?																																																																							ep1_doc1	1	
Com	0	0	Text	0			유니티	아니, 저는 코딩이 하고 싶은 거지 연구를 하고 싶은 게 아니에요.																																																																							ep1_doc1	1	
Com	0	0	Text	0			유니티	그냥 빨리 취업이나 하고 싶어요.																																																																							ep1_doc1	1	
Com	0	0	Text	0			???	그렇군요. 대학원 가는 게 싫을 수 있죠. 다만 병원에 오실 정도는 아닌 것 같은데요...																																																																							ep1_doc1	1	
Com	0	0	Text	0	C_1		???	혹시 병원으로 오게 만든 특정한 사건이 있을까요?																																																																							ep1_doc1	1	
			BG	1	C_2													CrossFade	1	BG_Black	1																																																										ep1_doc1	1	
			BG	2														CrossFade	1	BG_Studyroom	1																																																										BG_Black	1	
Com	0	0	Etc	0	C_1				StorageSpawn_FadeIn	1	ep1_study_sagak_short	5,0	0																																																																		BG_Studyroom	1	
			Etc	1	C_2				Wait	1																																																																					BG_Studyroom	1	
			Etc	2	C_3	0			FadeOut	1																																																																					BG_Studyroom	1	
			Etc	3	C_4				StorageSpawn_FadeIn	1	ep1_study_pallak_short	-5,0	1																																																																		BG_Studyroom	1	
			Etc	4	C_5				Wait	1																																																																					BG_Studyroom	1	
			Etc	5	C_6	1			FadeOut	1																																																																					BG_Studyroom	1	
			Text	6			유니티	.............																																																																							BG_Studyroom	1	
Com	0	0	Text	0			유니티	후... 다 끝냈다.																																																																							BG_Studyroom	1	
Com	0	0	Text	0				마지막 코드를 정리하고 난 후, 나는 기지개를 펴며 주위를 둘러보았다.																																																																							BG_Studyroom	1	
Com	0	0	Text	0	C_1			…………																																																																							BG_Studyroom	1	
			Etc	1	C_2				StorageSpawn	ep1_study_sagak_long	1	-10,0	0																																																																		BG_Studyroom	1	
			Etc	2	C_3	0			MoveAndDis	2	10,0																																																																				BG_Studyroom	1	
			Etc	3	C_4				StorageSpawn	ep1_study_pallak_long	1	10,0	1																																																																		BG_Studyroom	1	
			Etc	4	C_5	1			WaitObj	1																																																																					BG_Studyroom	1	
			Etc	5		1			MoveAndDis	2	-10,0																																																																				BG_Studyroom	1	
Com	0	0	Text	0				이상하다.​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				오늘은 크리스마스 이브인데																																																																							BG_Studyroom	1	
Com	0	0	Text	0			유니티	…이 사람들, 왜 여기서 하루종일 이러고 있지?​																																																																							BG_Studyroom	1	
Com	0	0	Etc	0	P_1/C_2				StorageSpawn_FadeIn	0.5	ep1_study_book1	-2,0	0																																																																		BG_Studyroom	1	
			Text	1				<오토마타: 개정판 5th ed>																																																																							BG_Studyroom	1	
			Etc	2		0			ObjLock																																																																						BG_Studyroom	1	
Com	0	0	Etc	0	C_1				StorageSpawn_FadeIn	0.5	ep1_study_book2	2,0	1																																																																		BG_Studyroom	1	
			Text	1	C_2			<효율적인 데이터 베이스 관리>​																																																																							BG_Studyroom	1	
			Etc	2		1			ObjLock																																																																						BG_Studyroom	1	
Com	0	0	Etc	0	C_1				StorageSpawn_FadeIn	0.5	ep1_study_book3	2,-2	2																																																																		BG_Studyroom	1	
			Text	1	C_2			<인공지능 개론>																																																																							BG_Studyroom	1	
			Etc	2		2			ObjLock																																																																						BG_Studyroom	1	
Com	0	0	Text	0	C_1			뭐지 이 사람들, 수상할 정도로 다 컴공이다.​																																																																							BG_Studyroom	1	
			Etc	1	C_2	0			FadeOut	0.3																																																																					BG_Studyroom	1	
			Etc	2	C_3	1			FadeOut	0.3																																																																					BG_Studyroom	1	
			Etc	3		2			FadeOut	0.3																																																																					BG_Studyroom	1	
Com	0	0	Text	0				아니 다들 왜 이렇게 열심히 공부하는거야? ​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				…​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				물론 지금까지 코딩 공부하던 내가 할 말은 아니지만...																																																																							BG_Studyroom	1	
Com	0	0	Text	0			유니티	이러면 내가 신입생 때 봤던 괴상한 소문이 다 사실이 되는 거잖아...																																																																							BG_Studyroom	1	
Com	0	0	Text	0				학교 온라인 커뮤니티 에브리바디.																																																																							BG_Studyroom	1	
Com	0	0	Text	0				에브리바디에는 유독 컴퓨터공학과는 이상할 정도로 소문이 많다.​																																																																							BG_Studyroom	1	
Com	0	0	Text	0	C_1			특히 나쁜 쪽으로.																																																																							BG_Studyroom	1	
			Etc	1	C_2				StorageSpawn	ep1_everytime	1	0,-10	0																																																																		BG_Studyroom	1	
			Etc	2	C_3				Move	1	0,0																																																																				BG_Studyroom	1	
			Etc	3	C_4				Wait	1																																																																					BG_Studyroom	1	
			Etc	4	C_5				StorageSpawn	ep1_everytime_question	1	0,0	1																																																																		BG_Studyroom	1	
			Etc	5	C_6				Wait	2																																																																					BG_Studyroom	1	
			Etc	6	C_7				StorageSpawn	ep1_everytime_answer1	1	0,0	2																																																																		BG_Studyroom	1	
			Etc	7	C_8				Wait	2																																																																					BG_Studyroom	1	
			Etc	8	C_9				StorageSpawn	ep1_everytime_answer2	1	0,0	3																																																																		BG_Studyroom	1	
			Etc	9	C_10				Wait	2																																																																					BG_Studyroom	1	
			Etc	10	C_11				StorageSpawn	ep1_everytime_answer3	1	0,0	4																																																																		BG_Studyroom	1	
			Etc	11	C_12				Wait	2																																																																					BG_Studyroom	1	
			Etc	12					StorageLock																																																																						BG_Studyroom	1	
Com	0	0	Text	0	C_1			대학교에 들어오기 전까지는 적당히 떠돌아다니는 괴담정도라고 생각했다.																																																																							BG_Studyroom	1	
			Etc	1	C_2	0			MoveAndDis	0.5	0,-10																																																																				BG_Studyroom	1	
			Etc	2	C_3	1			MoveAndDis	0.5	0,-10																																																																				BG_Studyroom	1	
			Etc	3	C_4	2			MoveAndDis	0.5	0,-10																																																																				BG_Studyroom	1	
			Etc	4	C_5	3			MoveAndDis	0.5	0,-10																																																																				BG_Studyroom	1	
			Etc	5		4			MoveAndDis	0.5	0,-10																																																																				BG_Studyroom	1	
Com	0	0	Text	0				아무리 그래도 크리스마스 이브에도 공부하는 건… 심한 거 아닐까?​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				열람실을 쪽 둘러봤다.​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				그리고 평소 우리과 사람들을 생각해보았다.​																																																																							BG_Studyroom	1	
Com	0	0	Text	0			유니티	흠….​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				대부분 생각보다 멀쩡하게 생기긴 했다.​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				여름이면 안 씻어서 퀘퀘한 냄새가 난다든가​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				머리를 감지 않아서 머릿기름에 떡져 있다던가.​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				없다고는 말 못하겠지만 그런 사람은 보기 힘들다.																																																																							BG_Studyroom	1	
Com	0	0	Text	0	C_1			오히려 이따금 정말 잘생긴 사람들도 보인다.​																																																																							BG_Studyroom	1	
			Etc	1	C_2				StorageSpawn_FadeIn	0.5	4-0	0,0	0																																																																				
			Etc	2		0			ObjLock																																																																								
Com	0	0	Text	0				…정말 가끔이지만.​																																																																							BG_Studyroom	1	
Com	0	0	Text	0	C_1			아무리 멀쩡한 사람이라도 컴공이 되면 이상한 저주에 걸리는 건 아닐까?​																																																																							BG_Studyroom	1	
			Etc	1		0			FadeOut	0.5																																																																					BG_Studyroom	1	
Com	0	0	Text	0				…..​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				하, 쓸데없는 생각 말고 공부나 …																																																																							BG_Studyroom	1	
Com	0	0	Text	0				……																																																																							BG_Studyroom	1	
Com	0	0	Text	0				아니?​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				다시 생각해보니까…..​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				이거 진짜 컴공이 문제인 거 아니야?																																																																							BG_Studyroom	1	
Com	0	0	Text	0				오늘 같은 날 열람실에서 죽어라 공부만 한다는 말은																																																																							BG_Studyroom	1	
Com	0	0	Text	0				이 사람들이 다 솔로라는 거잖아?																																																																							BG_Studyroom	1	
Com	0	0	Text	0				그리고 이 인간들 다 컴공이네?																																																																							BG_Studyroom	1	
Com	0	0	Text	0				다시 한 번 둘러보자​																																																																							BG_Studyroom	1	
Com	0	0	Text	0	C_1			아니 저렇게 잘생긴 사람도 여자친구가 없다고?​																																																																							BG_Studyroom	1	
			Etc	1	C_2				StorageSpawn_FadeIn	0.5	4-0	0,0	0																																																																		BG_Studyroom	1	
			Etc	2		0			FadeOut																																																																						BG_Studyroom	1	
Com	0	0	Text	0				이거 진짜…​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				컴공이 문제인가?​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				……																																																																							BG_Studyroom	1	
Com	0	0	Text	0				아무래도 맞는 것 같다.																																																																							BG_Studyroom	1	
Com	0	0	Text	0				확 전과해?​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				그러면 내 캠퍼스 라이프도 돌아오는 건가?																																																																							BG_Studyroom	1	
Com	0	0	Text	0			???	뭐라고?​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				…?​																																																																							BG_Studyroom	1	
Com	0	0	Text	0			???	…..취소해​																																																																							BG_Studyroom	1	
Com	0	0	Text	0			유니티	어… 네?																																																																							BG_Studyroom	1	
Com	0	0	Text	0				뭐지?​																																																																							BG_Studyroom	1	
Com	0	0	Text	0				누가 열람실에서 큰 소리를...​																																																																							BG_Studyroom	1	
Com	0	0	Text	0	C_1		???	너 그 말 당장 취소해!!!!!​																																																																							BG_Studyroom	1	
			Etc	1	C_2				StorageSpawn	Professor_03_body	0.01	0,0	0															0.1																																																			BG_Studyroom	1	
			Etc	2	C_3				ZoomM	0.5	5																																																																				BG_Studyroom	1	
			Etc	3		0			ObjLock																																																																						BG_Studyroom	1	
Com	0	0	Text	0			유니티	으아아악!!!!!​																																																																							BG_Studyroom	1	
Com	0	0	Text	0	C_1		???	내가널얼마나많이도와줬는데너코딩이상하게한것도내가몰래고쳐준게한둘이아닌데네가나한테어떻게그럴수​																																																																							BG_Studyroom	1	
			Etc	1	C_2				StorageSpawn	Professor_03_body	5	0,0	1																																																																		BG_Studyroom	1	
			Etc	2		1			ObjLock																																																																						BG_Studyroom	1	
Com	0	0	Text	0	C_1		유니티	으아아악!!!!! 귀신이다!!!!!​																																																																							BG_Studyroom	1	
			Etc	1	C_2				StorageSpawn_FadeIn	1	White	0,0	2																																																																		BG_Studyroom	1	
			Etc	2	C_3	0			FadeOut	0.1																																																																					BG_Studyroom	1	
			Etc	3		1			FadeOut	0.1																																																																					BG_Studyroom	1	
Com	0	0	Text	0	C_1			...나는 그대로 기절했다.​																																																																							BG_Black	1	
			Etc	1	C_2				StorageSpawn	Black	1	0,0	0																																																																		BG_Black	1	
			Etc	2	C_3				SFX																																																																						BG_Black	1	
			Etc	3	C_4				UI_Down	0.5																																																																					BG_Black	1	
			Etc	4					Wait	5																																																																					BG_Black	1	
Com	0	0	Etc	0	C_1				UI_UP	0.5																																																																					BG_Black	1	
			Text	1			???	...어나…​																																																																							BG_god	1	
Com	0	0	Text	0			???	일어나…​																																																																							BG_god	1	
Com	0	0	Text	0			???	야아아아!!!!! 안 일어나?!																																																																							BG_god	1	
Com	0	0	Text	0			유니티	으윽…​																																																																							BG_god	1	
